Participant,trigger_no,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled
37,25.0,-0.39422369,-0.00233705,-0.26379243,544.16,81.82,20.140338020913923,3.3843979042079564,544.16,81.82,25.658790638644337,4.311722929960936
37,25.0,-0.39813134,0.04253892,-0.22794019,554.94,43.120000000000005,20.29346446284689,3.410085129229813,554.94,43.120000000000005,25.85387372566694,4.344448454638782
37,25.0,-0.39565769,0.05999039,-0.21321349,532.24,22.149999999999977,20.495583951299807,3.44564767850917,532.24,22.149999999999977,26.111373953955955,4.389755142420682
37,25.0,-0.39156619,0.07147339,-0.19655402,523.46,40.29000000000002,20.634689777428076,3.467307232710475,523.46,40.29000000000002,26.288594776443368,4.417349414473145
37,25.0,-0.37478974,0.06891339,-0.17719768,495.42999999999995,304.11,20.82547204644644,3.491632364387131,523.46,40.29000000000002,26.531651387172765,4.448339632229205
37,25.0,-0.36530629,0.06487818,-0.16764539,516.5,602.72,21.61985259004725,3.568918386122,523.46,40.29000000000002,27.543692199720194,4.546802023919428
37,25.0,-0.37654737,0.06600909,-0.17915772,520.07,578.27,21.908191443636994,3.5944333840493226,523.46,40.29000000000002,27.911035899193532,4.579308131278838
37,25.0,-0.38475606,0.05995823,-0.19098008,316.65999999999997,290.66,22.18450245706321,3.6176542818079476,316.65999999999997,290.66,28.26305613029853,4.608891555023327
37,25.0,-0.36416224,0.0337961,-0.20538741,187.51,102.83999999999997,22.516598265547024,3.646345180946147,316.65999999999997,290.66,28.68614619030691,4.64544376052539
37,25.0,-0.35046262,-0.00471918,-0.23123051,242.99,103.83999999999997,22.81913136895174,3.670101143427157,316.65999999999997,290.66,29.071573364044518,4.675708856726198
37,26.0,-0.41810656,-0.07313382,-0.31905013,268.25,104.79000000000002,13.723324056880276,2.331208595532491,268.25,104.79000000000002,17.48351484846547,2.9699597507083935
37,26.0,-0.43461245,-0.03585081,-0.28253576,273.37,116.24000000000001,13.75632994387924,2.341804067866348,273.37,116.24000000000001,17.525564348502154,2.983458382461728
37,26.0,-0.44007307,-0.01008281,-0.24199748,298.84000000000003,142.55,13.93296720809377,2.353690787446249,298.84000000000003,142.55,17.750600223111462,2.998602063206521
37,26.0,-0.42549434,-0.0045916,-0.20889872,296.19000000000005,118.88999999999999,13.974658908604074,2.365684747970473,296.19000000000005,118.88999999999999,17.80371544956159,3.0138823689143823
37,26.0,-0.38943398,-0.01222088,-0.1828527,304.25,105.44999999999999,14.061507198637798,2.379018716900526,304.25,105.44999999999999,17.914360171064555,3.030869845331271
37,27.0,-0.41996634,-0.07949167,-0.3305608,436.98,58.660000000000025,14.837500026411675,2.597479199553213,436.98,58.660000000000025,18.902975033648474,3.3091885002307926
37,27.0,-0.43322682,-0.05384269,-0.28624853,414.40999999999997,18.50999999999999,14.85035513130898,2.6117928427116155,414.40999999999997,18.50999999999999,18.919352437287642,3.3274240816145992
37,27.0,-0.42775974,-0.02727677,-0.24286,281.41999999999996,-21.579999999999984,14.952427223901486,2.6262823663148973,281.41999999999996,-21.579999999999984,19.049392283250494,3.345883734685179
37,27.0,-0.42515606,-0.01172673,-0.21355946,276.15999999999997,-45.089999999999975,15.055346809756804,2.6409424442217224,276.15999999999997,-45.089999999999975,19.180511835630167,3.364560673938475
37,27.0,-0.39614597,-0.01125441,-0.19041075,254.85000000000002,-87.89999999999998,15.159344446172078,2.6557607409558246,254.85000000000002,-87.89999999999998,19.313004824423228,3.383439183977721
37,29.0,-0.43145442,-0.07221615,-0.29416299,109.57000000000005,46.81,12.51441518856258,2.225228825512967,,,15.943364950228727,2.8349415237035194
37,29.0,-0.44865999,-0.04863768,-0.25760779,100.00999999999999,50.98000000000002,12.660757278414655,2.2360518606722657,,,16.129804772700272,2.848730070496466
37,29.0,-0.44814023,-0.04392279,-0.22821867,96.98000000000002,76.23000000000002,12.720355149637886,2.2469754831280984,,,16.205732460638668,2.8626467655051977
37,29.0,-0.4271684,-0.05298572,-0.20471869,127.92999999999995,43.85000000000002,12.780507384249047,2.2580010286552668,,,16.282366407533285,2.876693310506809
37,29.0,-0.41197231,-0.05737796,-0.19265687,162.71000000000004,41.170000000000016,12.841221618713298,2.269129855346077,,,16.35971634224074,2.8908714357109027
