Participant,trigger_no,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled
63,73.0,-0.284246,-0.16417955,-0.23044221,198.84000000000003,-165.0,6.383620819062592,2.3047268373101883,,,14.509970121729271,5.238644101206058
63,73.0,-0.28345066,-0.16330312,-0.22855896,238.85000000000002,-138.07,6.4375601698478055,2.3133393629725183,,,14.632574266064063,5.258220372036535
63,73.0,-0.28422034,-0.16313334,-0.22799438,165.59000000000003,-26.29000000000002,6.4696161806941115,2.322067563895225,,,14.705437578717715,5.278059572733846
63,74.0,-0.28261581,-0.10870901,-0.22630052,291.4,-179.26,9.609681918149894,3.247587246199538,291.4,-179.26,21.84280699995471,7.38176581061155
63,74.0,-0.28125739,-0.10795367,-0.22748418,331.14,-144.58999999999997,9.65465635825049,3.269928908166931,331.14,-144.58999999999997,21.945033902303365,7.432548408263434
63,74.0,-0.28173685,-0.10881471,-0.22892196,333.95000000000005,-143.38,9.75008485076987,3.2905127230806728,333.95000000000005,-143.38,22.161942865799915,7.479335419562369
63,75.0,-0.25863042,-0.39986727,-0.2459325,-550.1700000000001,-129.82,-19.02439124764869,6.076049627023285,-550.1700000000001,-129.82,-43.24244130590547,13.810860802223926
63,75.0,-0.26017833,-0.40456706,-0.2473539,-566.27,-92.37,-19.206857224883553,6.1445378332219995,-566.27,-92.37,-43.65718647216032,13.966534494913606
63,75.0,-0.25791737,-0.4047164,-0.24720262,-171.72000000000003,-36.870000000000005,-19.3772391671993,6.2073544099673095,-566.27,-92.37,-44.04446462704401,14.109316573855695
63,76.0,-0.29784396,-0.30384293,-0.23906378,-108.67999999999995,-109.26999999999998,-8.147077346918113,2.5767804392703746,,,-18.51830680954487,5.857021938461562
63,76.0,-0.29721317,-0.30285355,-0.23892121,-130.46000000000004,-106.16000000000003,-8.19442043290289,2.5916701572818117,,,-18.62591764398827,5.890866267501558
63,76.0,-0.29831529,-0.30258369,-0.24030784,-146.55999999999995,-102.20999999999998,-8.27124396706448,2.6053542891811814,,,-18.800537537137565,5.921970299308826
63,77.0,-0.31712607,-0.29975644,-0.24448997,-141.35000000000002,-114.19,-7.4078562985476815,2.409786329736274,,,-16.838057366598882,5.4774443274905495
63,77.0,-0.31839699,-0.29980069,-0.24406929,-140.82000000000005,-117.19,-7.479394611584682,2.421667374674081,,,-17.000663952131983,5.504449942634185
63,77.0,-0.31737092,-0.29955742,-0.24314225,-141.42999999999995,-120.24000000000001,-7.516449284218668,2.4336689361402497,,,-17.084889223029034,5.531729491846788
63,78.0,-0.28207058,-0.13773637,-0.22732264,312.86,-146.45999999999998,9.389123782555265,3.190934023093466,312.86,-146.45999999999998,21.34147835774812,7.25299303449145
63,78.0,-0.28307417,-0.13629617,-0.22770847,320.66999999999996,-144.76999999999998,9.45407383367328,3.2115581468411096,320.66999999999996,-144.76999999999998,21.48910982393937,7.2998716677698425
63,78.0,-0.28354883,-0.13634866,-0.22866331,325.04999999999995,-151.10000000000002,9.519919653727849,3.232441278403963,325.04999999999995,-151.10000000000002,21.6387773729234,7.347339025812209
63,79.0,-0.3014006,-0.30947345,-0.24572432,-244.51,-101.44,-10.108912847617777,3.237408088549633,-250.41000000000003,-94.95999999999998,-22.97755890263521,7.358628585273315
63,79.0,-0.30176935,-0.3095428,-0.24615526,-250.41000000000003,-94.95999999999998,-10.136072046239281,3.2586231069535625,-250.41000000000003,-94.95999999999998,-23.039291761101886,7.4068503221054485
63,79.0,-0.3021841,-0.3105613,-0.24857348,-183.16999999999996,-65.67000000000002,-10.187837471345283,3.2800995308481413,-250.41000000000003,-94.95999999999998,-23.15695457236783,7.455666233617826
63,80.0,-0.26732156,-0.30984557,-0.26448587,33.97000000000003,-7.680000000000007,-12.145089267877736,5.888751854839794,,,-27.605787905886096,13.385132966050852
63,80.0,-0.27296603,-0.30735287,-0.26670828,48.91999999999996,-12.29000000000002,-12.143047124087758,5.935802877455846,,,-27.601146113051474,13.492079940457138
63,80.0,-0.27486962,-0.30549586,-0.27187195,48.690000000000055,-49.43000000000001,-12.245367846907817,5.983597400156839,,,-27.83372111602147,13.600716890556498
63,81.0,-0.24474965,-0.3328318,-0.26299456,-375.11,-94.26999999999998,-15.309058538025223,4.8355678617714135,-375.11,-94.26999999999998,-34.79749005693133,10.991245749806422
63,81.0,-0.2449953,-0.33335635,-0.26315236,-377.12,-95.35000000000002,-15.444752906737895,4.880957049672714,-377.12,-95.35000000000002,-35.105923357015236,11.094415373906081
63,81.0,-0.24533412,-0.33418125,-0.26343441,87.03999999999996,-42.25,-15.53554961501505,4.927142992419577,-377.12,-95.35000000000002,-35.31230427492921,11.199396021769697
63,82.0,-0.25556794,-0.14416987,-0.24692349,244.34000000000003,-127.75,8.9320804767374,3.1036207855394755,251.67999999999995,-131.26999999999998,20.302618923624113,7.054530045531228
63,82.0,-0.25672975,-0.14127453,-0.24697092,249.32000000000005,-131.20999999999998,9.048413153251717,3.1231943426128,251.67999999999995,-131.26999999999998,20.567043097341156,7.099020740758896
63,82.0,-0.25636667,-0.13770902,-0.24779838,251.67999999999995,-131.26999999999998,9.150010042857534,3.1430064420026564,251.67999999999995,-131.26999999999998,20.797972827415176,7.144053642672039
63,83.0,-0.24300958,-0.12751822,-0.24226932,394.53,-137.74,10.981438364018498,3.706256387639963,394.53,-137.74,24.960809401414046,8.424320769105636
63,83.0,-0.24565694,-0.12566093,-0.24207637,410.23,-121.57,11.070610217055341,3.733781162921203,410.23,-121.57,25.16349702336679,8.486884583319894
63,83.0,-0.24716453,-0.12439603,-0.24289791,377.12,-138.01,11.202200674224322,3.7616791390750817,377.12,-138.01,25.462602132511886,8.55029668311766
63,84.0,-0.26297459,-0.09768262,-0.23000126,159.78999999999996,-109.94999999999999,13.7532974803167,4.468959492349526,,,31.26124517275986,10.157944926110474
63,84.0,-0.26285726,-0.09494618,-0.23109327,151.01999999999998,-116.94999999999999,13.889815209939606,4.508001881121598,,,31.571549972192727,10.246688275789392
